Wm82.a4.v1 Gene,Corresponding Gene,Assembly
Glyma.01g030000,Glyma.01g030000,Glyma2.0
Glyma.01g030200,Glyma01g03690,Glyma 1.1
Glyma.01g030200,Glyma.01g030200,Glyma2.0
Glyma.01g030300,Glyma01g03700,Glyma 1.1
Glyma.01g030300,Glyma.01g030300,Glyma2.0
Glyma.01g030400,Glyma01g03710,Glyma 1.1
Glyma.01g030400,Glyma.01g030400,Glyma2.0
Glyma.01g030500,Glyma01g03720,Glyma 1.1
Glyma.01g030500,Glyma.01g030500,Glyma2.0
Glyma.01g030600,Glyma01g03730,Glyma 1.1
Glyma.01g030600,Glyma.01g030600,Glyma2.0
Glyma.01g030800,Glyma01g03750,Glyma 1.1
Glyma.01g030800,Glyma.01g030800,Glyma2.0
Glyma.01g030900,Glyma01g03760,Glyma 1.1
Glyma.01g030900,Glyma.01g030900,Glyma2.0
Glyma.01g031300,Glyma01g03790,Glyma 1.1
Glyma.01g031300,Glyma.01g031300,Glyma2.0
Glyma.01g031400,Glyma01g03810,Glyma 1.1
Glyma.01g031400,Glyma.01g031400,Glyma2.0
Glyma.01g031500,Glyma01g03820,Glyma 1.1
Glyma.01g031500,Glyma.01g031500,Glyma2.0
Glyma.01g031700,Glyma01g03830,Glyma 1.1
Glyma.01g031700,Glyma.01g031700,Glyma2.0
Glyma.01g031800,Glyma01g03850,Glyma 1.1
Glyma.01g031800,Glyma.01g031800,Glyma2.0
Glyma.01g031900,Glyma01g03870,Glyma 1.1
Glyma.01g031900,Glyma.01g031900,Glyma2.0
Glyma.01g032000,Glyma01g03880,Glyma 1.1
Glyma.01g032000,Glyma.01g032000,Glyma2.0
Glyma.01g032100,Glyma01g03890,Glyma 1.1
Glyma.01g032100,Glyma.01g032100,Glyma2.0
Glyma.01g032200,Glyma01g03900,Glyma 1.1
Glyma.01g032200,Glyma.01g032200,Glyma2.0
Glyma.01g032300,Glyma01g03910,Glyma 1.1
Glyma.01g032300,Glyma.01g032300,Glyma2.0
Glyma.01g032400,Glyma01g03921,Glyma 1.1
Glyma.01g032400,Glyma.01g032400,Glyma2.0
Glyma.01g032500,Glyma01g03930,Glyma 1.1
Glyma.01g032500,Glyma.01g032500,Glyma2.0
Glyma.01g032600,Glyma01g03940,Glyma 1.1
Glyma.01g032600,Glyma.01g032600,Glyma2.0
Glyma.01g032800,Glyma01g03972,Glyma 1.1
Glyma.01g032800,Glyma.01g032800,Glyma2.0
Glyma.01g032900,Glyma01g03980,Glyma 1.1
Glyma.01g032900,Glyma.01g032900,Glyma2.0
Glyma.01g033500,Glyma01g04015,Glyma 1.1
Glyma.01g033500,Glyma.01g033500,Glyma2.0
Glyma.01g033700,Glyma01g04040,Glyma 1.1
Glyma.01g033700,Glyma.01g033700,Glyma2.0
Glyma.01g033900,Glyma01g04060,Glyma 1.1
Glyma.01g033900,Glyma.01g033900,Glyma2.0
Glyma.01g034000,Glyma01g04070,Glyma 1.1
Glyma.01g034000,Glyma.01g034000,Glyma2.0
Glyma.01g034100,Glyma01g04080,Glyma 1.1
Glyma.01g034100,Glyma.01g034100,Glyma2.0
Glyma.01g034200,Glyma01g04090,Glyma 1.1
Glyma.01g034200,Glyma.01g034200,Glyma2.0
Glyma.01g034300,Glyma01g04100,Glyma 1.1
Glyma.01g034300,Glyma.01g034300,Glyma2.0
Glyma.01g034500,Glyma01g04114,Glyma 1.1
Glyma.01g034500,Glyma.01g034500,Glyma2.0
Glyma.01g034600,Glyma01g04122,Glyma 1.1
Glyma.01g034600,Glyma.01g034600,Glyma2.0
Glyma.01g034700,Glyma01g04130,Glyma 1.1
Glyma.01g034700,Glyma.01g034700,Glyma2.0
Glyma.01g034800,Glyma01g04140,Glyma 1.1
Glyma.01g034800,Glyma.01g034800,Glyma2.0
Glyma.01g034900,Glyma01g04151,Glyma 1.1
Glyma.01g034900,Glyma.01g034900,Glyma2.0
Glyma.01g035000,Glyma01g04160,Glyma 1.1
Glyma.01g035000,Glyma.01g035000,Glyma2.0
Glyma.01g035100,Glyma01g04170,Glyma 1.1
Glyma.01g035100,Glyma.01g035100,Glyma2.0
Glyma.01g035300,Glyma01g04190,Glyma 1.1
Glyma.01g035300,Glyma.01g035300,Glyma2.0
Glyma.01g035400,Glyma01g04200,Glyma 1.1
Glyma.01g035400,Glyma.01g035400,Glyma2.0
Glyma.01g035500,Glyma01g04210,Glyma 1.1
Glyma.01g035500,Glyma.01g035500,Glyma2.0
Glyma.01g035600,Glyma01g04220,Glyma 1.1
Glyma.01g035600,Glyma.01g035600,Glyma2.0
Glyma.01g035700,Glyma01g04230,Glyma 1.1
Glyma.01g035700,Glyma.01g035700,Glyma2.0
Glyma.01g036000,Glyma01g04250,Glyma 1.1
Glyma.01g036000,Glyma.01g036000,Glyma2.0
Glyma.01g036200,Glyma01g04270,Glyma 1.1
Glyma.01g036200,Glyma.01g036200,Glyma2.0
Glyma.01g036300,Glyma01g04285,Glyma 1.1
Glyma.01g036300,Glyma.01g036300,Glyma2.0
Glyma.01g036500,Glyma01g04300,Glyma 1.1
Glyma.01g036500,Glyma.01g036500,Glyma2.0
Glyma.01g036600,Glyma01g04310,Glyma 1.1
Glyma.01g036600,Glyma.01g036600,Glyma2.0
Glyma.01g036700,Glyma01g04320,Glyma 1.1
Glyma.01g036700,Glyma.01g036700,Glyma2.0
Glyma.01g036800,Glyma01g04340,Glyma 1.1
Glyma.01g036800,Glyma.01g036800,Glyma2.0
Glyma.01g036900,Glyma01g04350,Glyma 1.1
Glyma.01g036900,Glyma.01g036900,Glyma2.0
Glyma.01g037000,Glyma01g04361,Glyma 1.1
Glyma.01g037000,Glyma.01g037000,Glyma2.0
Glyma.01g037100,Glyma01g04370,Glyma 1.1
Glyma.01g037100,Glyma.01g037100,Glyma2.0
Glyma.01g037200,Glyma01g04380,Glyma 1.1
Glyma.01g037200,Glyma.01g037200,Glyma2.0
Glyma.01g037300,Glyma01g04400,Glyma 1.1
Glyma.01g037300,Glyma.01g037300,Glyma2.0
Glyma.01g037400,Glyma01g04410,Glyma 1.1
Glyma.01g037400,Glyma.01g037400,Glyma2.0
Glyma.01g037500,Glyma01g04421,Glyma 1.1
Glyma.01g037500,Glyma.01g037500,Glyma2.0
Glyma.01g037600,Glyma01g04430,Glyma 1.1
Glyma.01g037600,Glyma.01g037600,Glyma2.0
Glyma.01g037700,Glyma01g04440,Glyma 1.1
Glyma.01g037700,Glyma.01g037700,Glyma2.0
Glyma.01g037800,Glyma01g04450,Glyma 1.1
Glyma.01g037800,Glyma.01g037800,Glyma2.0
Glyma.01g037900,Glyma01g04460,Glyma 1.1
Glyma.01g037900,Glyma.01g037900,Glyma2.0
Glyma.01g038100,Glyma01g04476,Glyma 1.1
Glyma.01g038100,Glyma.01g038100,Glyma2.0
Glyma.01g038400,Glyma01g04500,Glyma 1.1
Glyma.01g038400,Glyma.01g038400,Glyma2.0
Glyma.01g038500,Glyma01g04515,Glyma 1.1
Glyma.01g038500,Glyma.01g038500,Glyma2.0
Glyma.01g038600,Glyma01g04530,Glyma 1.1
Glyma.01g038600,Glyma.01g038600,Glyma2.0
Glyma.01g038700,Glyma01g04560,Glyma 1.1
Glyma.01g038700,Glyma.01g038700,Glyma2.0
Glyma.01g038800,Glyma01g04570,Glyma 1.1
Glyma.01g038800,Glyma.01g038800,Glyma2.0
Glyma.01g038900,Glyma01g04580,Glyma 1.1
Glyma.01g038900,Glyma.01g038900,Glyma2.0
Glyma.01g039000,Glyma01g04590,Glyma 1.1
Glyma.01g039000,Glyma.01g039000,Glyma2.0
Glyma.01g039100,Glyma01g04600,Glyma 1.1
Glyma.01g039100,Glyma.01g039100,Glyma2.0
Glyma.01g039200,Glyma01g04610,Glyma 1.1
Glyma.01g039200,Glyma.01g039200,Glyma2.0
Glyma.01g039400,Glyma01g04623,Glyma 1.1
Glyma.01g039400,Glyma.01g039400,Glyma2.0
Glyma.01g039500,Glyma01g04630,Glyma 1.1
Glyma.01g039500,Glyma.01g039500,Glyma2.0
Glyma.01g039600,Glyma01g04640,Glyma 1.1
Glyma.01g039600,Glyma.01g039600,Glyma2.0
Glyma.01g039700,Glyma01g04650,Glyma 1.1
Glyma.01g039700,Glyma.01g039700,Glyma2.0
Glyma.01g039800,Glyma01g04660,Glyma 1.1
Glyma.01g039800,Glyma.01g039800,Glyma2.0
Glyma.01g039900,Glyma01g04670,Glyma 1.1
Glyma.01g039900,Glyma.01g039900,Glyma2.0
Glyma.01g040000,Glyma01g04690,Glyma 1.1
Glyma.01g040000,Glyma.01g040000,Glyma2.0
Glyma.01g040200,Glyma01g04710,Glyma 1.1
Glyma.01g040200,Glyma.01g040200,Glyma2.0
Glyma.01g040300,Glyma01g04720,Glyma 1.1
Glyma.01g040300,Glyma.01g040300,Glyma2.0
Glyma.01g040400,Glyma01g04730,Glyma 1.1
Glyma.01g040400,Glyma.01g040400,Glyma2.0
Glyma.01g040500,Glyma01g04740,Glyma 1.1
Glyma.01g040500,Glyma.01g040500,Glyma2.0
Glyma.01g040600,Glyma01g04750,Glyma 1.1
Glyma.01g040600,Glyma.01g040600,Glyma2.0
Glyma.01g040700,Glyma01g04760,Glyma 1.1
Glyma.01g040700,Glyma.01g040700,Glyma2.0
Glyma.01g040900,Glyma01g04791,Glyma 1.1
Glyma.01g040900,Glyma.01g040900,Glyma2.0
Glyma.01g041000,Glyma01g04780,Glyma 1.1
Glyma.01g041000,Glyma.01g041000,Glyma2.0
Glyma.01g041100,Glyma01g04800,Glyma 1.1
Glyma.01g041100,Glyma.01g041100,Glyma2.0
Glyma.01g041200,Glyma01g04810,Glyma 1.1
Glyma.01g041200,Glyma.01g041200,Glyma2.0
Glyma.01g041300,Glyma01g04820,Glyma 1.1
Glyma.01g041300,Glyma.01g041300,Glyma2.0
Glyma.01g041400,Glyma01g04830,Glyma 1.1
Glyma.01g041400,Glyma.01g041400,Glyma2.0
Glyma.01g041500,Glyma01g04860,Glyma 1.1
Glyma.01g041500,Glyma.01g041500,Glyma2.0
Glyma.01g041700,Glyma01g04890,Glyma 1.1
Glyma.01g041700,Glyma.01g041700,Glyma2.0
Glyma.01g042100,Glyma01g04900,Glyma 1.1
Glyma.01g042100,Glyma.01g042100,Glyma2.0
Glyma.01g042300,Glyma01g04920,Glyma 1.1
Glyma.01g042300,Glyma.01g042300,Glyma2.0
Glyma.01g042400,Glyma01g04930,Glyma 1.1
Glyma.01g042400,Glyma.01g042400,Glyma2.0
Glyma.01g042600,Glyma01g04950,Glyma 1.1
Glyma.01g042600,Glyma.01g042600,Glyma2.0
Glyma.01g042700,Glyma01g04970,Glyma 1.1
Glyma.01g042700,Glyma.01g042700,Glyma2.0
Glyma.01g042800,Glyma01g04980,Glyma 1.1
Glyma.01g042800,Glyma.01g042800,Glyma2.0
Glyma.01g042900,Glyma01g04991,Glyma 1.1
Glyma.01g042900,Glyma.01g042900,Glyma2.0
Glyma.01g043000,Glyma01g05000,Glyma 1.1
Glyma.01g043000,Glyma.01g043000,Glyma2.0
Glyma.01g043300,Glyma01g05050,Glyma 1.1
Glyma.01g043300,Glyma.01g043300,Glyma2.0
Glyma.01g043400,Glyma01g05060,Glyma 1.1
Glyma.01g043400,Glyma.01g043400,Glyma2.0
Glyma.01g043600,Glyma01g05080,Glyma 1.1
Glyma.01g043600,Glyma.01g043600,Glyma2.0
Glyma.01g043700,Glyma01g05090,Glyma 1.1
Glyma.01g043700,Glyma.01g043700,Glyma2.0
Glyma.01g043800,Glyma01g05100,Glyma 1.1
Glyma.01g043800,Glyma.01g043800,Glyma2.0
Glyma.01g044000,Glyma01g05150,Glyma 1.1
Glyma.01g044000,Glyma.01g044000,Glyma2.0
Glyma.01g044100,Glyma01g05160,Glyma 1.1
Glyma.01g044100,Glyma.01g044100,Glyma2.0
Glyma.01g044200,Glyma01g05170,Glyma 1.1
Glyma.01g044200,Glyma.01g044200,Glyma2.0
Glyma.01g044300,Glyma01g05190,Glyma 1.1
Glyma.01g044300,Glyma.01g044300,Glyma2.0
Glyma.01g044400,Glyma01g05180,Glyma 1.1
Glyma.01g044400,Glyma.01g044400,Glyma2.0
Glyma.01g044500,Glyma01g05220,Glyma 1.1
Glyma.01g044500,Glyma.01g044500,Glyma2.0
Glyma.01g044600,Glyma01g05230,Glyma 1.1
Glyma.01g044600,Glyma.01g044600,Glyma2.0
Glyma.01g044800,Glyma01g05310,Glyma 1.1
Glyma.01g044800,Glyma.01g044800,Glyma2.0
Glyma.01g044900,Glyma01g05321,Glyma 1.1
Glyma.01g044900,Glyma.01g044900,Glyma2.0
Glyma.01g045100,Glyma01g05340,Glyma 1.1
Glyma.01g045100,Glyma.01g045100,Glyma2.0
Glyma.01g045200,Glyma01g05350,Glyma 1.1
Glyma.01g045200,Glyma.01g045200,Glyma2.0
Glyma.01g045300,Glyma01g05360,Glyma 1.1
Glyma.01g045300,Glyma.01g045300,Glyma2.0
Glyma.01g045400,Glyma01g05370,Glyma 1.1
Glyma.01g045400,Glyma.01g045400,Glyma2.0
Glyma.01g045500,Glyma01g05410,Glyma 1.1
Glyma.01g045500,Glyma.01g045500,Glyma2.0
Glyma.01g045700,Glyma01g05430,Glyma 1.1
Glyma.01g045700,Glyma.01g045700,Glyma2.0
Glyma.01g045800,Glyma01g05440,Glyma 1.1
Glyma.01g045800,Glyma.01g045800,Glyma2.0
Glyma.01g045900,Glyma01g05450,Glyma 1.1
Glyma.01g045900,Glyma.01g045900,Glyma2.0
Glyma.01g046000,Glyma01g05470,Glyma 1.1
Glyma.01g046000,Glyma.01g046000,Glyma2.0
Glyma.01g046200,Glyma01g05490,Glyma 1.1
Glyma.01g046200,Glyma.01g046200,Glyma2.0
Glyma.01g046300,Glyma01g05500,Glyma 1.1
Glyma.01g046300,Glyma.01g046300,Glyma2.0
Glyma.01g046400,Glyma01g05540,Glyma 1.1
Glyma.01g046400,Glyma.01g046400,Glyma2.0
Glyma.01g046500,Glyma01g05550,Glyma 1.1
Glyma.01g046500,Glyma.01g046500,Glyma2.0
Glyma.01g046600,Glyma01g05565,Glyma 1.1
Glyma.01g046600,Glyma.01g046600,Glyma2.0
Glyma.01g046700,Glyma01g05580,Glyma 1.1
Glyma.01g046700,Glyma.01g046700,Glyma2.0
Glyma.01g046800,Glyma01g05680,Glyma 1.1
Glyma.01g046800,Glyma.01g046800,Glyma2.0
Glyma.01g046900,Glyma01g05710,Glyma 1.1
Glyma.01g046900,Glyma.01g046900,Glyma2.0
Glyma.01g047000,Glyma01g05740,Glyma 1.1
Glyma.01g047000,Glyma.01g047000,Glyma2.0
Glyma.01g047100,Glyma01g05750,Glyma 1.1
Glyma.01g047100,Glyma.01g047100,Glyma2.0
Glyma.01g047400,Glyma01g05770,Glyma 1.1
Glyma.01g047400,Glyma.01g047400,Glyma2.0
Glyma.01g047600,Glyma01g05780,Glyma 1.1
Glyma.01g047600,Glyma.01g047600,Glyma2.0
Glyma.01g047700,Glyma01g05800,Glyma 1.1
Glyma.01g047700,Glyma.01g047700,Glyma2.0
Glyma.01g047800,Glyma01g05805,Glyma 1.1
Glyma.01g047800,Glyma.01g047800,Glyma2.0
Glyma.01g047900,Glyma01g05810,Glyma 1.1
Glyma.01g047900,Glyma.01g047900,Glyma2.0
Glyma.01g048000,Glyma01g05820,Glyma 1.1
Glyma.01g048000,Glyma.01g048000,Glyma2.0
Glyma.01g048100,Glyma01g05830,Glyma 1.1
Glyma.01g048100,Glyma.01g048100,Glyma2.0
Glyma.01g048200,Glyma01g05840,Glyma 1.1
Glyma.01g048200,Glyma.01g048200,Glyma2.0
Glyma.01g048400,Glyma01g05850,Glyma 1.1
Glyma.01g048400,Glyma.01g048400,Glyma2.0
Glyma.01g048500,Glyma01g05860,Glyma 1.1
Glyma.01g048500,Glyma.01g048500,Glyma2.0
Glyma.01g048600,Glyma01g05871,Glyma 1.1
Glyma.01g048600,Glyma.01g048600,Glyma2.0
Glyma.01g048700,Glyma01g05880,Glyma 1.1
Glyma.01g048700,Glyma.01g048700,Glyma2.0
Glyma.01g048800,Glyma01g05890,Glyma 1.1
Glyma.01g048800,Glyma.01g048800,Glyma2.0
Glyma.01g049100,Glyma01g05920,Glyma 1.1
Glyma.01g049100,Glyma.01g049100,Glyma2.0
Glyma.01g049400,Glyma01g05960,Glyma 1.1
Glyma.01g049400,Glyma.01g049400,Glyma2.0
Glyma.01g049500,Glyma01g05970,Glyma 1.1
Glyma.01g049500,Glyma.01g049500,Glyma2.0
Glyma.01g049600,Glyma01g05980,Glyma 1.1
Glyma.01g049600,Glyma.01g049600,Glyma2.0
Glyma.01g049800,Glyma01g06001,Glyma 1.1
Glyma.01g049800,Glyma.01g049800,Glyma2.0
Glyma.01g049900,Glyma01g06010,Glyma 1.1
Glyma.01g049900,Glyma.01g049900,Glyma2.0
Glyma.01g050100,Glyma01g06030,Glyma 1.1
Glyma.01g050100,Glyma.01g050100,Glyma2.0
Glyma.01g050400,Glyma01g06060,Glyma 1.1
Glyma.01g050400,Glyma.01g050400,Glyma2.0
Glyma.01g050500,Glyma01g06080,Glyma 1.1
Glyma.01g050500,Glyma.01g050500,Glyma2.0
Glyma.01g050900,Glyma01g06110,Glyma 1.1
Glyma.01g050900,Glyma.01g050900,Glyma2.0
Glyma.01g051300,Glyma01g06150,Glyma 1.1
Glyma.01g051300,Glyma.01g051300,Glyma2.0
Glyma.01g051400,Glyma01g06170,Glyma 1.1
Glyma.01g051400,Glyma.01g051400,Glyma2.0
Glyma.01g051700,Glyma01g06192,Glyma 1.1
Glyma.01g051700,Glyma.01g051700,Glyma2.0
Glyma.01g051800,Glyma01g06203,Glyma 1.1
Glyma.01g051800,Glyma.01g051800,Glyma2.0
Glyma.01g052000,Glyma01g06250,Glyma 1.1
Glyma.01g052000,Glyma.01g052000,Glyma2.0
Glyma.01g052200,Glyma01g06260,Glyma 1.1
Glyma.01g052200,Glyma.01g052200,Glyma2.0
Glyma.01g052300,Glyma01g06265,Glyma 1.1
Glyma.01g052300,Glyma.01g052300,Glyma2.0
Glyma.01g052400,Glyma01g06270,Glyma 1.1
Glyma.01g052400,Glyma.01g052400,Glyma2.0
Glyma.01g052500,Glyma01g06281,Glyma 1.1
Glyma.01g052500,Glyma.01g052500,Glyma2.0
Glyma.01g052600,Glyma01g06290,Glyma 1.1
Glyma.01g052600,Glyma.01g052600,Glyma2.0
Glyma.01g052700,Glyma01g06300,Glyma 1.1
Glyma.01g052700,Glyma.01g052700,Glyma2.0
Glyma.01g052800,Glyma01g06320,Glyma 1.1
Glyma.01g052800,Glyma.01g052800,Glyma2.0
Glyma.01g053100,Glyma01g06370,Glyma 1.1
Glyma.01g053100,Glyma.01g053100,Glyma2.0
Glyma.01g053200,Glyma01g06380,Glyma 1.1
Glyma.01g053200,Glyma.01g053200,Glyma2.0
Glyma.01g053300,Glyma01g06450,Glyma 1.1
Glyma.01g053300,Glyma.01g053300,Glyma2.0
Glyma.01g053600,Glyma01g06530,Glyma 1.1
Glyma.01g053600,Glyma.01g053600,Glyma2.0
Glyma.01g053700,Glyma01g06540,Glyma 1.1
Glyma.01g053700,Glyma.01g053700,Glyma2.0
Glyma.01g053800,Glyma01g06550,Glyma 1.1
Glyma.01g053800,Glyma.01g053800,Glyma2.0
Glyma.01g054000,Glyma01g06600,Glyma 1.1
Glyma.01g054000,Glyma.01g054000,Glyma2.0
Glyma.01g054100,Glyma01g06610,Glyma 1.1
Glyma.01g054100,Glyma.01g054100,Glyma2.0
Glyma.01g054200,Glyma01g06620,Glyma 1.1
Glyma.01g054200,Glyma.01g054200,Glyma2.0
Glyma.01g054300,Glyma01g06630,Glyma 1.1
Glyma.01g054300,Glyma.01g054300,Glyma2.0
Glyma.01g054400,Glyma01g06640,Glyma 1.1
Glyma.01g054400,Glyma.01g054400,Glyma2.0
Glyma.01g054500,Glyma01g06660,Glyma 1.1
Glyma.01g054500,Glyma.01g054500,Glyma2.0
Glyma.01g054700,Glyma01g06671,Glyma 1.1
Glyma.01g054700,Glyma.01g054700,Glyma2.0
Glyma.01g054800,Glyma01g06681,Glyma 1.1
Glyma.01g054800,Glyma.01g054800,Glyma2.0
Glyma.01g054900,Glyma01g06690,Glyma 1.1
Glyma.01g054900,Glyma.01g054900,Glyma2.0
Glyma.01g055200,Glyma01g06720,Glyma 1.1
Glyma.01g055200,Glyma.01g055200,Glyma2.0
Glyma.01g055300,Glyma01g06730,Glyma 1.1
Glyma.01g055300,Glyma.01g055300,Glyma2.0
Glyma.01g055400,Glyma01g06740,Glyma 1.1
Glyma.01g055400,Glyma.01g055400,Glyma2.0
Glyma.01g055500,Glyma01g06750,Glyma 1.1
Glyma.01g055500,Glyma.01g055500,Glyma2.0
Glyma.01g055700,Glyma01g06774,Glyma 1.1
Glyma.01g055700,Glyma.01g055700,Glyma2.0
Glyma.01g055800,Glyma01g06787,Glyma 1.1
Glyma.01g055800,Glyma.01g055800,Glyma2.0
Glyma.01g055900,Glyma01g06800,Glyma 1.1
Glyma.01g055900,Glyma.01g055900,Glyma2.0
Glyma.01g056000,Glyma01g06810,Glyma 1.1
Glyma.01g056000,Glyma.01g056000,Glyma2.0
Glyma.01g056100,Glyma01g06820,Glyma 1.1
Glyma.01g056100,Glyma.01g056100,Glyma2.0
Glyma.01g056300,Glyma01g06840,Glyma 1.1
Glyma.01g056300,Glyma.01g056300,Glyma2.0
Glyma.01g056400,Glyma01g06850,Glyma 1.1
Glyma.01g056400,Glyma.01g056400,Glyma2.0
Glyma.01g056500,Glyma01g06860,Glyma 1.1
Glyma.01g056500,Glyma.01g056500,Glyma2.0
Glyma.01g056800,Glyma01g06870,Glyma 1.1
Glyma.01g056800,Glyma.01g056800,Glyma2.0
Glyma.01g056900,Glyma01g06880,Glyma 1.1
Glyma.01g056900,Glyma.01g056900,Glyma2.0
Glyma.01g057100,Glyma01g06970,Glyma 1.1
Glyma.01g057100,Glyma.01g057100,Glyma2.0
Glyma.01g057200,Glyma01g06980,Glyma 1.1
Glyma.01g057200,Glyma.01g057200,Glyma2.0
Glyma.01g057400,Glyma01g07010,Glyma 1.1
Glyma.01g057400,Glyma.01g057400,Glyma2.0
Glyma.01g057500,Glyma01g07020,Glyma 1.1
Glyma.01g057500,Glyma.01g057500,Glyma2.0
Glyma.01g057600,Glyma01g07040,Glyma 1.1
Glyma.01g057600,Glyma.01g057600,Glyma2.0
Glyma.01g057700,Glyma01g07046,Glyma 1.1
Glyma.01g057700,Glyma.01g057700,Glyma2.0
Glyma.01g057900,Glyma01g07060,Glyma 1.1
Glyma.01g057900,Glyma.01g057900,Glyma2.0
Glyma.01g058000,Glyma01g07070,Glyma 1.1
Glyma.01g058000,Glyma.01g058000,Glyma2.0
Glyma.01g058100,Glyma01g07080,Glyma 1.1
Glyma.01g058100,Glyma.01g058100,Glyma2.0
Glyma.01g058200,Glyma01g07091,Glyma 1.1
Glyma.01g058200,Glyma.01g058200,Glyma2.0
Glyma.01g058300,Glyma01g07100,Glyma 1.1
Glyma.01g058300,Glyma.01g058300,Glyma2.0
Glyma.01g058400,Glyma01g07110,Glyma 1.1
Glyma.01g058400,Glyma.01g058400,Glyma2.0
Glyma.01g058500,Glyma01g07120,Glyma 1.1
Glyma.01g058500,Glyma.01g058500,Glyma2.0
Glyma.01g058600,Glyma01g07130,Glyma 1.1
Glyma.01g058600,Glyma.01g058600,Glyma2.0
Glyma.01g058700,Glyma01g07140,Glyma 1.1
Glyma.01g058700,Glyma.01g058700,Glyma2.0
Glyma.01g058900,Glyma01g07155,Glyma 1.1
Glyma.01g058900,Glyma.01g058900,Glyma2.0
Glyma.01g059000,Glyma01g07160,Glyma 1.1
Glyma.01g059000,Glyma.01g059000,Glyma2.0
Glyma.01g059100,Glyma01g07175,Glyma 1.1
Glyma.01g059100,Glyma.01g059100,Glyma2.0
Glyma.01g059200,Glyma01g07190,Glyma 1.1
Glyma.01g059200,Glyma.01g059200,Glyma2.0
Glyma.01g059900,Glyma01g07300,Glyma 1.1
Glyma.01g059900,Glyma.01g059900,Glyma2.0
Glyma.01g060300,Glyma01g07390,Glyma 1.1
Glyma.01g060300,Glyma.01g060300,Glyma2.0
Glyma.01g060600,Glyma01g07470,Glyma 1.1
Glyma.01g060600,Glyma.01g060600,Glyma2.0
Glyma.01g060700,Glyma01g07530,Glyma 1.1
Glyma.01g060700,Glyma.01g060700,Glyma2.0
Glyma.01g061000,Glyma01g07567,Glyma 1.1
Glyma.01g061000,Glyma.01g061000,Glyma2.0
Glyma.01g061100,Glyma01g07580,Glyma 1.1
Glyma.01g061100,Glyma.01g061100,Glyma2.0
Glyma.01g061200,Glyma01g07601,Glyma 1.1
Glyma.01g061200,Glyma.01g061200,Glyma2.0
Glyma.01g061500,Glyma01g07641,Glyma 1.1
Glyma.01g061500,Glyma.01g061500,Glyma2.0
Glyma.01g061700,Glyma01g07680,Glyma 1.1
Glyma.01g061700,Glyma.01g061700,Glyma2.0
Glyma.01g061800,Glyma01g07690,Glyma 1.1
Glyma.01g061800,Glyma.01g061800,Glyma2.0
Glyma.01g061900,Glyma01g07743,Glyma 1.1
Glyma.01g061900,Glyma.01g061900,Glyma2.0
Glyma.01g062000,Glyma01g07770,Glyma 1.1
Glyma.01g062000,Glyma.01g062000,Glyma2.0
Glyma.01g062100,Glyma01g07780,Glyma 1.1
Glyma.01g062100,Glyma.01g062100,Glyma2.0
Glyma.01g062200,Glyma01g07791,Glyma 1.1
Glyma.01g062200,Glyma.01g062200,Glyma2.0
Glyma.01g062300,Glyma01g07800,Glyma 1.1
Glyma.01g062300,Glyma.01g062300,Glyma2.0
Glyma.01g062400,Glyma01g07860,Glyma 1.1
Glyma.01g062400,Glyma.01g062400,Glyma2.0
Glyma.01g062700,Glyma01g07876,Glyma 1.1
Glyma.01g062700,Glyma.01g062700,Glyma2.0
Glyma.01g062900,Glyma01g07910,Glyma 1.1
Glyma.01g062900,Glyma.01g062900,Glyma2.0
Glyma.01g063000,Glyma01g07930,Glyma 1.1
Glyma.01g063000,Glyma.01g063000,Glyma2.0
Glyma.01g063100,Glyma01g07940,Glyma 1.1
Glyma.01g063100,Glyma.01g063100,Glyma2.0
Glyma.01g063500,Glyma01g08030,Glyma 1.1
Glyma.01g063500,Glyma.01g063500,Glyma2.0
Glyma.01g063600,Glyma01g08043,Glyma 1.1
Glyma.01g063600,Glyma.01g063600,Glyma2.0
Glyma.01g063700,Glyma01g08056,Glyma 1.1
Glyma.01g063700,Glyma.01g063700,Glyma2.0
Glyma.01g063800,Glyma01g08080,Glyma 1.1
Glyma.01g063800,Glyma.01g063800,Glyma2.0
Glyma.01g064100,Glyma01g08130,Glyma 1.1
Glyma.01g064100,Glyma.01g064100,Glyma2.0
Glyma.01g064200,Glyma01g08150,Glyma 1.1
Glyma.01g064200,Glyma.01g064200,Glyma2.0
Glyma.01g064400,Glyma01g08230,Glyma 1.1
Glyma.01g064400,Glyma.01g064400,Glyma2.0
Glyma.01g064500,Glyma01g08250,Glyma 1.1
Glyma.01g064500,Glyma.01g064500,Glyma2.0
Glyma.01g064600,Glyma01g08260,Glyma 1.1
Glyma.01g064600,Glyma.01g064600,Glyma2.0
Glyma.01g064900,Glyma01g08540,Glyma 1.1
Glyma.01g064900,Glyma.01g064900,Glyma2.0
Glyma.01g065000,Glyma01g08560,Glyma 1.1
Glyma.01g065000,Glyma.01g065000,Glyma2.0
Glyma.01g065100,Glyma01g08580,Glyma 1.1
Glyma.01g065100,Glyma.01g065100,Glyma2.0
Glyma.01g065400,Glyma01g08600,Glyma 1.1
Glyma.01g065400,Glyma.01g065400,Glyma2.0
Glyma.01g065800,Glyma01g08640,Glyma 1.1
Glyma.01g065800,Glyma.01g065800,Glyma2.0
Glyma.01g066000,Glyma01g08690,Glyma 1.1
